# residual, uncalibrated_uncertainty_estimate, calibrated_uncertainty_estimate
-3.251951260591604692e-02,3.597399518215951830e-01,2.984236135461413864e-01
2.905789533221912468e-01,3.615516639585047431e-01,2.989489183043778642e-01
4.368446247443379810e-02,1.869389559268321011e-01,2.483200769399562247e-01
1.852357228123268362e-01,2.222548560880592272e-01,2.585598992705290811e-01
-1.101635213846690123e-02,4.544521025785105972e-01,3.258853401868236910e-01
4.224063309275184058e-02,3.412100950546127498e-01,2.930508936030382650e-01
-1.546500303744524803e-02,1.827464514293474507e-01,2.471044629819831584e-01
6.027962230377750807e-02,4.822773471237039589e-01,3.339532517832081715e-01
2.580641471577003188e-01,3.461659294359925587e-01,2.944878345654206586e-01
-4.554258604918106634e-01,3.102906044638276684e-01,2.840858073740014089e-01
-4.873125295145225300e-01,5.360087961836454973e-01,3.495326505646694226e-01
-2.274971055266239717e-01,1.841651188047348231e-01,2.475158046667151890e-01
1.330992662664031434e-01,3.573082888546527114e-01,2.977185544471052658e-01
4.030623662364334892e-01,2.275623724962516359e-01,2.600988102083326425e-01
-1.609368652099353036e-01,6.775681879275934349e-01,3.905777043241492330e-01
3.886023606761717097e-01,2.300782648298074495e-01,2.608282915575506622e-01
-1.218062866756926127e-01,3.505864390602441705e-01,2.957695584619169926e-01
-3.459922197211153655e-02,3.149173597288962845e-01,2.854273320601924957e-01
3.490138604012484880e-01,4.891816552151848629e-01,3.359551514332111966e-01
4.072854940072000440e-01,3.359266678496979353e-01,2.915189673140904381e-01
2.996256384972321718e-01,1.385691974953298655e-01,2.342952968762982979e-01
-5.420460987440856027e-01,3.170106152756514972e-01,2.860342701473828075e-01
-1.542114397507503565e-01,2.474880737741287362e-01,2.658762543614208718e-01
-1.781737225156628315e-02,1.594308684281249833e-01,2.403441248233550986e-01
2.480199232919775565e-01,3.337948514124556287e-01,2.909008485217306483e-01
-1.893123347420869185e-01,3.145985688611751541e-01,2.853348988550024612e-01
-7.616824083329876149e-02,2.225082595964118504e-01,2.586333734533087236e-01
-1.401019859711390148e-01,2.238754389565375258e-01,2.590297862214330227e-01
4.788066558751047364e-02,2.930320318319422634e-01,2.790816954407646655e-01
-1.975784785246628150e-01,3.560166989240350355e-01,2.973440587850068040e-01
1.082714835918229153e-02,3.244838018451348671e-01,2.882011157428618353e-01
1.521175534086073866e-01,2.193909628297233405e-01,2.577295152790350374e-01
-2.504953052969219884e-01,3.082517926766950023e-01,2.834946552195778402e-01
4.957380369024230390e-03,1.756441465008832525e-01,2.450451542776032887e-01
-4.456855053919064891e-02,2.517731032660855961e-01,2.671186958814893986e-01
1.606047125330959391e-01,2.722953581991775507e-01,2.730691103797243668e-01
-1.305629032567747205e-01,2.571666864643275541e-01,2.686825618292076889e-01
-2.938643318820908235e-01,4.611114353146872347e-01,3.278162093915532038e-01
6.219168445428892300e-02,3.983969470572882310e-01,3.096321842250756018e-01
5.026731101870498541e-01,3.792616413749482218e-01,3.040839147619207594e-01
-2.611571794699623639e-01,3.702071278410168365e-01,3.014585644394329189e-01
-3.608794905465501773e-02,4.081177931425307159e-01,3.124507372383444337e-01
-2.470040012296307874e-01,8.365542339869190824e-01,4.366756051919038484e-01
-3.289242269697673637e-01,2.844748999679297397e-01,2.766005606106528569e-01
-5.524320254688817045e-01,4.155624309181544240e-01,3.146093051295729692e-01
4.592856047404716424e-01,3.766321452757311339e-01,3.033214940745817545e-01
-6.380411070038644050e-01,2.980062929459602050e-01,2.805239792223159223e-01
-1.770305426130285298e-01,2.783620130569038342e-01,2.748281330182645865e-01
2.980160536715858455e-01,3.433823362053324280e-01,2.936807335148338693e-01
3.404586653164635296e-02,3.355456147821908597e-01,2.914084812244826517e-01
2.726384921140797557e-01,2.900479203286036589e-01,2.782164542471576851e-01
-1.158269836300168526e-01,2.351904741568072166e-01,2.623105733339231027e-01
-1.299787323887246215e-01,2.548701702139626324e-01,2.680166884329285293e-01
7.948812030293536668e-02,1.355632838805529428e-01,2.334237341746300265e-01
4.768878378536454687e-01,3.848769553710450486e-01,3.057120714105664439e-01
-2.940600965815425849e-01,2.014797059904205601e-01,2.525361579834710657e-01
2.035503162920371534e-01,2.357492355859109046e-01,2.624725858476372742e-01
1.201990059941980271e-01,4.479701051130172695e-01,3.240058892287323578e-01
3.380717006832638094e-01,3.628962075263317821e-01,2.993387678392165352e-01
5.717638219396051769e-01,4.661216864627069634e-01,3.292689284601045818e-01
-1.078640270672147627e-01,3.148480869505506652e-01,2.854072464630714734e-01
-4.114973830502238750e-02,3.146768421668513782e-01,2.853575941491813261e-01
-1.275262009303801680e-01,3.157478362317314713e-01,2.856681281831831010e-01
-9.006699670514273226e-02,3.149640347851767608e-01,2.854408654624673858e-01
7.427113596533949647e-01,3.352294647331420241e-01,2.913168137229526500e-01
-1.076633472619742266e-01,3.477249940111793447e-01,2.949398843271121562e-01
-1.172654077830576763e-01,5.516298676708426552e-01,3.540619701037955869e-01
3.816528260953808704e-01,2.647932820503693385e-01,2.708938882694703620e-01
7.142597224612197149e-01,3.577309673811709945e-01,2.978411098115370526e-01
2.695821392695868166e-02,4.127395324565127921e-01,3.137908075527734986e-01
9.462611498109346764e-02,3.665975513153450493e-01,3.004119700685476957e-01
-1.884858554705267850e-02,2.930652120678924888e-01,2.790913160286433992e-01
-3.226864844213341299e-01,3.376630468301821120e-01,2.920224292725149828e-01
-5.230943741433938254e-02,2.383072482300054307e-01,2.632142799535585609e-01
-8.508154621457924005e-01,4.416490868301774508e-01,3.221731140801706861e-01
-1.703334707862089736e-01,2.690123998236788050e-01,2.721172187294959022e-01
-1.552350941367170722e-01,3.699511166903162174e-01,3.013843341724469216e-01
7.986657966739643677e-02,3.036493943185901712e-01,2.821601928027525075e-01
7.702178481856338313e-03,3.798775323111435731e-01,3.042624919391372362e-01
