# residual, uncalibrated_uncertainty_estimate, calibrated_uncertainty_estimate
2.246710093324884583e-01,3.609184697648747941e-01,4.423071298323305589e-01
-1.330725442027327898e-01,4.267830957977549189e-01,4.556316844096697238e-01
5.417383679182130596e-01,5.758862790595546954e-01,4.857955769676425284e-01
4.619752020264198955e-01,5.527849722856748027e-01,4.811221332474465706e-01
-5.975410226824406229e-02,4.854298148747984154e-01,4.674960409875669742e-01
3.729632543788956034e-01,3.669655739742441192e-01,4.435304719345444791e-01
1.054462145988968175e-01,4.561094207269252854e-01,4.615644626034826059e-01
5.652407804170592881e-02,3.812401394318256087e-01,4.464182470266310210e-01
4.848788418169124315e-01,4.302564920330763654e-01,4.563343598895723829e-01
-1.082666127707255788e+00,4.536953333512162012e-01,4.610760875692716532e-01
-3.222512811208786201e-03,4.686661383726513641e-01,4.641047134127590512e-01
2.365644037159793933e-01,4.129021057418888474e-01,4.528235304622904578e-01
-2.188564684518249370e-01,5.303394597161560364e-01,4.765813580960078788e-01
5.549299248570022103e-01,4.223042885287815462e-01,4.547256121294289133e-01
-6.544976671994580109e-01,5.994883726894738585e-01,4.905703309388307898e-01
2.863614431644173272e-02,4.104520740797782952e-01,4.523278838221394538e-01
-3.763365806713073747e-01,4.263550884638473981e-01,4.555450976115102968e-01
1.767885101494021949e-01,4.273069801718517025e-01,4.557376673379168741e-01
1.703384145578045183e-01,5.830514904510208929e-01,4.872451145418192908e-01
-8.237058641633261402e-01,3.672910111749189133e-01,4.435963085755925128e-01
-5.913449813036864011e-01,5.396439928207447112e-01,4.784636850237711792e-01
-1.828408152041291757e-01,4.559394741249736538e-01,4.615300820427882256e-01
1.384518357355890850e-01,4.023173240460147237e-01,4.506822065090429486e-01
1.343767779404348994e-01,3.645669751184620888e-01,4.430452302610086157e-01
7.964270091566116871e-02,4.875545362971180352e-01,4.679258766711280604e-01
-1.020481594043672335e-01,5.376996092510816228e-01,4.780703320731247707e-01
-7.647078963907262272e-01,4.483965965275284460e-01,4.600041417881942651e-01
-7.203987749926126227e-01,4.370889004698640390e-01,4.577165707149280505e-01
-5.164931724197918683e-01,4.149531791419406312e-01,4.532384669935853871e-01
1.426880900304696442e-01,5.286300532585168632e-01,4.762355415171921069e-01
6.126690642441698920e-01,4.860652605803970072e-01,4.676245930115465188e-01
-5.324731337648221929e-01,4.687876044541955944e-01,4.641292862605882474e-01
5.724547728064988128e-02,3.595174485050880442e-01,4.420237002379573399e-01
6.641186188795175638e-02,4.735113783930550713e-01,4.650849158215596413e-01
5.204816976190848044e-01,4.388296962426373460e-01,4.580687374192640160e-01
-5.884460148830660681e-02,4.376397804677123471e-01,4.578280149155408152e-01
2.021354302345015619e-01,3.310578331737306645e-01,4.362662592476533319e-01
1.448414147288422382e-01,4.646356834224023014e-01,4.632893437645765888e-01
7.293619139920167749e-01,4.103870547334633190e-01,4.523147302694551231e-01
-9.770613045651910245e-02,4.962447860583873438e-01,4.696839327660178309e-01
-3.390028166757624167e-02,4.722724305300043390e-01,4.648342740216432900e-01
-1.767352693418356574e-02,3.411732725054459348e-01,4.383126342378023121e-01
-1.391650849662349754e-01,6.563649403203400956e-01,5.020765820969391724e-01
-1.293947695252490870e-01,3.862646539734939655e-01,4.474347170541336793e-01
-1.280493332329599721e-01,5.572056874126352088e-01,4.820164533632344539e-01
-4.423534029748128482e-01,4.779472855280429977e-01,4.659823093130317506e-01
-2.601738819111437673e-01,4.794945227994018566e-01,4.662953187189611826e-01
-5.857453746578177300e-01,5.100717868484554440e-01,4.724811645695690121e-01
-7.275240768577517780e-01,3.454163939761409896e-01,4.391710267774689425e-01
2.766133260308578090e-01,4.437520963930100537e-01,4.590645494872229726e-01
-2.163660043330326715e-03,4.026012512513844066e-01,4.507396455893476483e-01
-7.293799323843398741e-02,4.133748980655757577e-01,4.529191773595728776e-01
4.403613716098801478e-01,3.420323680070553873e-01,4.384864310933804243e-01
3.539484206127007093e-01,3.110431224556268748e-01,4.322172405045742183e-01
1.128945723390868683e-01,3.303895383679814612e-01,4.361310617805256307e-01
7.236515271160857965e-02,5.099877056191577385e-01,4.724641547572283051e-01
5.639197113184717808e-02,3.842944522196948820e-01,4.470361410296715965e-01
-4.423937378871943549e-02,4.207563203942309982e-01,4.544124548683142195e-01
-2.939201704341460331e-01,4.103085354123565121e-01,4.522988456430254156e-01
3.612385550515368471e-01,5.360490052187373289e-01,4.777364113505874199e-01
-8.329447173649839886e-02,4.719064390401372378e-01,4.647602331612405990e-01
1.416008444797080545e-01,4.998539841022949237e-01,4.704140812419609907e-01
9.683728000874464170e-02,3.755592312025181623e-01,4.452689871536230637e-01
4.938247761390158197e-01,3.086374839722503260e-01,4.317305746993345683e-01
1.098841616838412749e+00,4.975950585678299287e-01,4.699570957797631343e-01
2.761956257004249959e-01,3.839532874422687536e-01,4.469671226662422225e-01
-6.162827236712224988e-01,7.653319993749068129e-01,5.241208509701867913e-01
-2.533239280994630249e-01,3.974004129672510932e-01,4.496875048919988793e-01
8.318379833543668722e-01,4.704666970460296693e-01,4.644689702795808950e-01
-3.959081948332893175e-02,5.062485675354293502e-01,4.717077191335906083e-01
2.412513904655337327e-01,4.087005812579865838e-01,4.519735530819309899e-01
-7.206197611045817020e-01,3.641955823400906400e-01,4.429700967084007068e-01
-1.543890669089782730e-01,4.481395419224049603e-01,4.599521390923372310e-01
8.732231769451792580e-02,4.354997039389582048e-01,4.573950728611392846e-01
-1.223423608505546989e+00,4.594269882482462930e-01,4.622356136015886574e-01
-4.117064634324867078e-03,4.403409148851304966e-01,4.583744601796140294e-01
-4.835146483324334610e-01,3.982685603888705406e-01,4.498631329703359771e-01
-1.057768898747089015e-01,4.789547443502807367e-01,4.661861203853762681e-01
5.862947834678876591e-01,5.241755863939161486e-01,4.753343933527632847e-01
3.686017894079560708e-01,4.030545856377891756e-01,4.508313561043427176e-01
1.615313137087098783e-02,4.268857678445097115e-01,4.556524551841043547e-01
8.499321366223779040e-02,4.235754702397954152e-01,4.549827749056612469e-01
-4.925841243796030278e-01,4.278139522492700464e-01,4.558402288724099916e-01
3.392535756154724247e-01,5.964988733541205512e-01,4.899655488357190780e-01
-5.705588932209104333e-03,4.359228969811157484e-01,4.574806857177911024e-01
7.574904080999124434e-02,4.374255913102828019e-01,4.577846839913415899e-01
7.850748409222161328e-01,6.357368247015111606e-01,4.979034702318002603e-01
-1.512240662506781907e-01,4.130447423731322676e-01,4.528523861575582399e-01
4.943417076113341135e-01,4.554753041502235811e-01,4.614361794651187787e-01
-3.908823144836719998e-01,4.424694602419042555e-01,4.588050694532856966e-01
-5.391894241401596899e-01,4.310339882439281900e-01,4.564916490342795785e-01
-6.534153712410011305e-01,5.840777231457867646e-01,4.874527236086897419e-01
-7.087879279799270682e-01,5.071331402441764391e-01,4.718866700826089833e-01
-1.021427917332195623e+00,3.703467554597703049e-01,4.442144921735312058e-01
-8.479851343330414848e-02,3.508199653689619280e-01,4.402641808158787029e-01
5.531473173695580225e-01,4.704477688070612951e-01,4.644651410563942484e-01
-3.286119099292819645e-01,4.747091939213287648e-01,4.653272364622643709e-01
-4.131867548147338254e-01,4.733230664440518654e-01,4.650468199119159873e-01
-2.070238742959635558e-01,4.216985839910187828e-01,4.546030768072495398e-01
-3.668159524493904144e-01,4.994032058664618634e-01,4.703228878416881864e-01
4.748461292526840460e-01,2.946427405174436021e-01,4.288994081962962945e-01
2.833875778717441229e-01,6.562588558485511481e-01,5.020551209816288551e-01
1.511152560108535436e-01,4.906392165305011321e-01,4.685499140732812817e-01
7.876828449026156420e-01,4.301004161167347739e-01,4.563027853982139503e-01
3.971997166642804444e-01,4.976091574196458422e-01,4.699599480076100955e-01
6.522825932694172879e-01,4.648831590413486925e-01,4.633394086110628196e-01
-6.785661646930019053e-01,5.397436159921160659e-01,4.784838390042013279e-01
-2.891056558297601109e-01,4.301980776895656944e-01,4.563225425430680882e-01
2.158863219286179247e-02,4.223622752278914372e-01,4.547373429625571895e-01
9.999452341867562932e-01,6.565602371637000445e-01,5.021160910656354837e-01
-6.818067686977886954e-02,3.945827845840283454e-01,4.491174926497344400e-01
-1.544520575159137044e-01,5.212948882220037605e-01,4.747516219574876573e-01
5.186906732236659101e-01,5.692896414872247179e-01,4.844610630919308769e-01
1.213356080394855929e-01,4.545220324315227267e-01,4.612433305595997068e-01
1.340628442384824703e+00,4.823562779422805868e-01,4.668742578989882874e-01
2.337748827131335694e-01,4.511907997798407788e-01,4.605694150764237937e-01
3.883783258768745607e-03,5.229888224176912903e-01,4.750943084646515047e-01
5.216068166781471227e-01,5.042704660309933473e-01,4.713075449726955579e-01
8.653528166740084848e-02,4.552800460243792147e-01,4.613966783290585072e-01
3.470240730824786235e-02,6.146662161747949993e-01,4.936408411059349799e-01
-2.046863141327785462e-01,5.982841140585635209e-01,4.903267068446958699e-01
-5.714907629578379611e-01,3.628338095731249435e-01,4.426946071679862538e-01
-1.035327823260762392e-01,4.579992933873108241e-01,4.619467878807104189e-01
1.442845107192517184e-01,4.221190651190648846e-01,4.546881410378821320e-01
3.228338888555832842e-01,4.936254635242789957e-01,4.691540382207431414e-01
-4.532990629455576070e-01,4.399974255859313566e-01,4.583049715604631813e-01
-4.626811410035397976e-01,5.672854009836116873e-01,4.840556009556519212e-01
2.195923052551099208e-02,3.654213967932348206e-01,4.432180815914311678e-01
3.671232876225643538e-01,4.487470423283130283e-01,4.600750377224795962e-01
3.369753399778467884e-01,4.008499749971837223e-01,4.503853586612256432e-01
-4.306059597518510640e-01,3.838969975181861782e-01,4.469557350943273999e-01
3.027597635524398550e-04,4.196888886025265109e-01,4.541965111361042640e-01
-1.537906157027230658e-01,4.556206133278595249e-01,4.614655758222321325e-01
8.430395568203143120e-02,4.493191142913017799e-01,4.601907691029204495e-01
8.794186408699111723e-02,4.065656389568761409e-01,4.515416496927519008e-01
9.572465854265900520e-02,5.460778880047499895e-01,4.797652757665981649e-01
1.075763219205046715e-02,5.164030131403956059e-01,4.737619851761617484e-01
1.110159249198147791e+00,4.384049705402469077e-01,4.579828145021722641e-01
2.273613931763155960e-01,5.578538093955158761e-01,4.821475698251932451e-01
-9.891467033158418687e-01,4.574436394241436221e-01,4.618343778967132218e-01
-1.171847563170251849e-01,4.978401028509139015e-01,4.700066687618095207e-01
-3.310730556347699638e-01,5.134178094158404759e-01,4.731580720842927801e-01
-7.182529940585604677e-01,3.839839684327823188e-01,4.469733294961781844e-01
6.621218787456188692e-02,3.645420717647729902e-01,4.430401922593470987e-01
1.351198154834924899e-03,6.504394987953957541e-01,5.008778526157372513e-01
